Date,City,Industrial_Waste,Vehicle_Waste,AQI,Air_Quality
2019-08-20,Amritsar,37.31,135.26,48.0,Good
2019-08-21,Amritsar,38.44,174.51,68.0,Satisfactory
2019-08-22,Amritsar,33.89,159.61999999999998,77.0,Satisfactory
2019-08-23,Amritsar,42.580000000000005,162.36,69.0,Satisfactory
2019-08-24,Amritsar,35.75,177.82999999999998,77.0,Satisfactory
2019-08-27,Amritsar,30.44,157.22,68.0,Satisfactory
2019-08-28,Amritsar,33.82,173.44,84.0,Satisfactory
2019-08-29,Amritsar,31.630000000000003,155.76000000000002,64.0,Satisfactory
2019-08-30,Amritsar,30.64,178.5,60.0,Satisfactory
2019-08-31,Amritsar,31.35,199.72000000000003,70.0,Satisfactory
2019-09-01,Amritsar,28.540000000000003,164.32,80.0,Satisfactory
2019-09-02,Amritsar,30.1,139.26,54.0,Satisfactory
2019-09-03,Amritsar,56.66,169.12,79.0,Satisfactory
2019-09-04,Amritsar,45.1,241.65,144.0,Moderate
2019-09-05,Amritsar,31.87,113.66,64.0,Satisfactory
2019-09-06,Amritsar,24.5,141.77999999999997,55.0,Satisfactory
2019-09-07,Amritsar,25.22,147.74,70.0,Satisfactory
2019-09-08,Amritsar,25.49,151.61,68.0,Satisfactory
2019-09-09,Amritsar,29.51,200.07,70.0,Satisfactory
2019-09-10,Amritsar,,176.65,81.0,Satisfactory
2019-09-11,Amritsar,30.43,178.92999999999998,77.0,Satisfactory
2019-09-12,Amritsar,33.47,174.85,79.0,Satisfactory
2019-09-13,Amritsar,45.88,157.47999999999996,84.0,Satisfactory
2019-09-14,Amritsar,40.64,190.01,103.0,Moderate
2019-09-15,Amritsar,35.19,173.65,85.0,Satisfactory
2019-09-16,Amritsar,42.01,170.46,79.0,Satisfactory
2019-09-17,Amritsar,48.93,164.53,56.0,Satisfactory
2019-09-18,Amritsar,43.86,176.64999999999998,75.0,Satisfactory
2019-09-19,Amritsar,43.91,146.87,91.0,Satisfactory
2019-09-20,Amritsar,50.17,140.48999999999998,97.0,Satisfactory
2019-09-21,Amritsar,70.57000000000001,154.64999999999998,90.0,Satisfactory
2019-09-22,Amritsar,83.49,181.82,87.0,Satisfactory
2019-09-23,Amritsar,43.39999999999999,142.39999999999998,66.0,Satisfactory
2019-09-24,Amritsar,42.89,142.66,61.0,Satisfactory
2019-09-25,Amritsar,51.38,200.9,87.0,Satisfactory
2019-09-26,Amritsar,29.64,233.29,146.0,Moderate
2019-09-27,Amritsar,29.65000000000001,153.76,96.0,Satisfactory
2019-09-28,Amritsar,24.87,130.20000000000002,60.0,Satisfactory
2019-09-29,Amritsar,29.1,110.95,63.0,Satisfactory
2019-09-30,Amritsar,33.260000000000005,121.45,48.0,Good
2019-10-01,Amritsar,42.23,126.61,57.0,Satisfactory
2019-10-02,Amritsar,72.41999999999997,150.73,67.0,Satisfactory
2019-10-03,Amritsar,37.82000000000001,153.4,84.0,Satisfactory
2019-10-04,Amritsar,29.35,132.56,55.0,Satisfactory
2019-10-05,Amritsar,39.2,139.14,60.0,Satisfactory
2019-10-06,Amritsar,52.07000000000001,237.87000000000003,86.0,Satisfactory
2019-10-07,Amritsar,46.4,184.18,94.0,Satisfactory
2019-10-08,Amritsar,44.49,198.55,132.0,Moderate
2019-10-09,Amritsar,43.05,222.67,81.0,Satisfactory
2019-10-10,Amritsar,50.92,175.43,77.0,Satisfactory
2019-10-18,Amritsar,36.51,186.56,94.0,Satisfactory
2019-10-19,Amritsar,37.33,152.03999999999996,58.0,Satisfactory
2019-10-20,Amritsar,39.55,225.22,87.0,Satisfactory
2019-10-21,Amritsar,42.65,273.98,110.0,Moderate
2019-10-22,Amritsar,42.53,342.1,147.0,Moderate
2019-10-23,Amritsar,39.09,356.6,227.0,Poor
2019-10-24,Amritsar,43.94,293.23,179.0,Moderate
2019-10-25,Amritsar,43.66,307.95,198.0,Moderate
2019-10-26,Amritsar,44.25,341.42999999999995,234.0,Poor
2019-10-27,Amritsar,46.74,376.44999999999993,212.0,Poor
2019-10-28,Amritsar,61.57,691.76,399.0,Very Poor
2019-10-29,Amritsar,39.88,393.63999999999993,309.0,Very Poor
2019-10-30,Amritsar,43.05,434.96,247.0,Poor
2019-10-31,Amritsar,36.59,433.16,321.0,Very Poor
2019-11-01,Amritsar,44.39,458.26,313.0,Very Poor
2019-11-02,Amritsar,29.37,361.2000000000001,313.0,Very Poor
2019-11-03,Amritsar,32.42,529.99,302.0,Very Poor
2019-11-04,Amritsar,31.74,378.16,288.0,Poor
2019-11-05,Amritsar,33.489999999999995,435.0700000000001,261.0,Poor
2019-11-06,Amritsar,36.16,425.69000000000005,254.0,Poor
2019-11-07,Amritsar,29.97,174.29999999999998,212.0,Poor
2019-11-08,Amritsar,32.59,153.75,54.0,Satisfactory
2019-11-09,Amritsar,28.84,192.55,72.0,Satisfactory
2019-11-10,Amritsar,39.690000000000005,296.44000000000005,140.0,Moderate
2019-11-11,Amritsar,45.71999999999999,312.09,160.0,Moderate
2019-11-12,Amritsar,40.16000000000001,550.6499999999999,285.0,Poor
2019-11-13,Amritsar,40.3,597.0500000000001,358.0,Very Poor
2019-11-14,Amritsar,38.53000000000001,477.11,334.0,Very Poor
2019-11-15,Amritsar,46.760000000000005,352.65000000000003,317.0,Very Poor
2019-11-16,Amritsar,31.62,318.01000000000005,259.0,Poor
2019-11-17,Amritsar,31.03,216.21,110.0,Moderate
2019-11-18,Amritsar,38.31999999999999,359.86999999999995,162.0,Moderate
2019-11-19,Amritsar,34.669999999999995,479.5400000000001,322.0,Very Poor
2019-11-20,Amritsar,36.07,413.2300000000001,235.0,Poor
2019-11-21,Amritsar,36.14000000000001,352.62000000000006,280.0,Poor
2019-11-22,Amritsar,28.44,231.97,157.0,Moderate
2019-11-23,Amritsar,28.92,136.55999999999997,85.0,Satisfactory
2019-11-24,Amritsar,34.669999999999995,174.13,74.0,Satisfactory
2019-11-25,Amritsar,35.559999999999995,237.85,108.0,Moderate
2019-11-26,Amritsar,37.28,164.21,113.0,Moderate
2019-11-27,Amritsar,31.989999999999995,130.69,64.0,Satisfactory
2019-11-28,Amritsar,29.67,117.22,44.0,Good
2019-11-29,Amritsar,34.65,127.56999999999998,47.0,Good
2019-11-30,Amritsar,34.64,156.41,60.0,Satisfactory
2019-12-01,Amritsar,40.58,204.96,89.0,Satisfactory
2019-12-02,Amritsar,44.080000000000005,267.28,145.0,Moderate
2019-12-03,Amritsar,42.02,272.41,183.0,Moderate
2019-12-04,Amritsar,45.12,281.97,220.0,Poor
2019-12-05,Amritsar,38.48,222.73,147.0,Moderate
2019-12-06,Amritsar,36.89,186.59,106.0,Moderate
2019-12-07,Amritsar,43.56,232.64,121.0,Moderate
2019-12-08,Amritsar,41.60999999999999,234.40000000000003,123.0,Moderate
2019-12-09,Amritsar,40.19,326.27,187.0,Moderate
2019-12-10,Amritsar,37.220000000000006,385.12,291.0,Poor
2019-12-11,Amritsar,39.1,268.76,245.0,Poor
2019-12-12,Amritsar,22.32,120.79,186.0,Moderate
2019-12-13,Amritsar,27.16,117.16,43.0,Good
2019-12-14,Amritsar,29.78,142.05,59.0,Satisfactory
2019-12-15,Amritsar,34.49,117.33,58.0,Satisfactory
2019-12-16,Amritsar,35.66,145.67000000000002,55.0,Satisfactory
2019-12-17,Amritsar,34.52,168.9,74.0,Satisfactory
2019-12-18,Amritsar,36.47,201.45000000000005,95.0,Satisfactory
2019-12-19,Amritsar,30.68,195.36,107.0,Moderate
2019-12-20,Amritsar,33.71,284.74,171.0,Moderate
2019-12-21,Amritsar,39.66,177.07,184.0,Moderate
2019-12-22,Amritsar,34.25,196.50000000000003,96.0,Satisfactory
2019-12-23,Amritsar,36.28,225.31,108.0,Moderate
2019-12-24,Amritsar,44.88,269.18,210.0,Poor
2019-12-25,Amritsar,60.38,175.20000000000002,141.0,Moderate
2019-12-26,Amritsar,58.39,189.82,91.0,Satisfactory
2019-12-27,Amritsar,70.57000000000002,229.51999999999992,126.0,Moderate
2019-12-28,Amritsar,83.24,232.51,156.0,Moderate
2019-12-29,Amritsar,81.93000000000002,234.83,193.0,Moderate
2019-12-30,Amritsar,43.63,212.29,155.0,Moderate
2019-12-31,Amritsar,38.54,214.61,111.0,Moderate
2020-01-01,Amritsar,62.99999999999999,277.07000000000005,184.0,Moderate
2020-01-02,Amritsar,27.81,244.36,196.0,Moderate
2020-01-03,Amritsar,45.83,239.40000000000003,160.0,Moderate
2020-01-04,Amritsar,53.49,282.38,221.0,Poor
2020-01-05,Amritsar,50.94,209.57,156.0,Moderate
2020-01-06,Amritsar,50.85,134.21,88.0,Satisfactory
2020-01-07,Amritsar,21.62,134.39999999999998,58.0,Satisfactory
2020-01-08,Amritsar,33.36,107.32000000000002,46.0,Good
2020-01-09,Amritsar,50.14,187.93,66.0,Satisfactory
2020-01-10,Amritsar,52.66,184.01,103.0,Moderate
2020-01-11,Amritsar,53.75,187.7,87.0,Satisfactory
2020-01-12,Amritsar,42.71,168.81,87.0,Satisfactory
2020-01-13,Amritsar,37.78,160.33,74.0,Satisfactory
2020-01-14,Amritsar,31.59,164.5,64.0,Satisfactory
2020-01-20,Amritsar,29.820000000000004,224.47,111.0,Moderate
2020-01-21,Amritsar,43.46,158.03999999999996,98.0,Satisfactory
2020-01-22,Amritsar,53.11000000000001,113.18999999999998,63.0,Satisfactory
2020-01-23,Amritsar,52.01,128.35,63.0,Satisfactory
2020-01-24,Amritsar,57.48,173.08,70.0,Satisfactory
2020-01-25,Amritsar,60.91,255.33,108.0,Moderate
2020-01-26,Amritsar,59.84,179.22,107.0,Moderate
2020-01-27,Amritsar,49.72,209.23,90.0,Satisfactory
2020-01-28,Amritsar,39.31,152.92,96.0,Satisfactory
2020-01-29,Amritsar,41.11,109.21,55.0,Satisfactory
2020-01-30,Amritsar,43.47,137.14,60.0,Satisfactory
2020-01-31,Amritsar,42.64,212.71000000000004,102.0,Moderate
2020-02-04,Amritsar,50.92,272.07,111.0,Moderate
2020-02-05,Amritsar,46.03,218.91,99.0,Satisfactory
2020-02-06,Amritsar,53.74,272.80999999999995,121.0,Moderate
2020-02-07,Amritsar,54.33,237.08,124.0,Moderate
2020-02-08,Amritsar,59.83,328.58,152.0,Moderate
2020-02-09,Amritsar,60.41000000000001,341.85,282.0,Poor
2020-02-10,Amritsar,56.60999999999999,246.35,144.0,Moderate
2020-02-11,Amritsar,51.370000000000005,339.00000000000006,190.0,Moderate
2020-02-12,Amritsar,45.25,246.92999999999995,133.0,Moderate
2020-02-13,Amritsar,50.440000000000005,228.22,112.0,Moderate
2020-02-14,Amritsar,53.31999999999999,200.08,107.0,Moderate
2020-02-15,Amritsar,59.98,233.1,106.0,Moderate
2020-02-16,Amritsar,63.11,290.79,132.0,Moderate
2020-02-17,Amritsar,62.09,282.41,139.0,Moderate
2020-02-18,Amritsar,67.47,273.3,128.0,Moderate
2020-02-25,Amritsar,47.49,267.5,121.0,Moderate
2020-02-26,Amritsar,45.51,306.36,134.0,Moderate
2020-02-27,Amritsar,40.77,265.76,127.0,Moderate
2020-02-28,Amritsar,47.27,277.86,128.0,Moderate
2020-02-29,Amritsar,47.150000000000006,182.77,108.0,Moderate
2020-03-01,Amritsar,56.85,177.08000000000004,76.0,Satisfactory
2020-03-02,Amritsar,44.92999999999999,199.45,92.0,Satisfactory
2020-03-03,Amritsar,46.27,206.59000000000003,101.0,Moderate
2020-03-04,Amritsar,51.650000000000006,258.45,118.0,Moderate
2020-03-05,Amritsar,49.72,167.33,97.0,Satisfactory
2020-03-06,Amritsar,43.55,147.24,68.0,Satisfactory
2020-03-07,Amritsar,42.84,147.12,59.0,Satisfactory
2020-03-08,Amritsar,47.08,171.38,70.0,Satisfactory
2020-03-09,Amritsar,44.690000000000005,162.58999999999995,75.0,Satisfactory
2020-03-10,Amritsar,49.2,231.96,96.0,Satisfactory
2020-03-11,Amritsar,43.86,219.65,107.0,Moderate
2020-03-13,Amritsar,49.81,155.84,72.0,Satisfactory
2020-03-14,Amritsar,49.95,162.42999999999998,69.0,Satisfactory
2020-03-15,Amritsar,60.03,179.26,79.0,Satisfactory
2020-03-16,Amritsar,48.60999999999999,214.52,95.0,Satisfactory
2020-03-17,Amritsar,46.24,220.93,106.0,Moderate
2020-03-18,Amritsar,45.28,229.79,110.0,Moderate
2020-03-19,Amritsar,51.92,214.42,107.0,Moderate
2020-03-20,Amritsar,65.09,219.49,111.0,Moderate
2020-03-21,Amritsar,55.32999999999999,203.59,96.0,Satisfactory
2020-03-22,Amritsar,56.06,169.87999999999997,93.0,Satisfactory
2020-03-23,Amritsar,45.91,184.42000000000004,78.0,Satisfactory
2020-03-24,Amritsar,42.61,171.72000000000003,86.0,Satisfactory
2020-03-25,Amritsar,39.510000000000005,147.02,64.0,Satisfactory
2020-03-26,Amritsar,44.55,165.47,66.0,Satisfactory
2020-03-27,Amritsar,36.75999999999999,159.04999999999998,71.0,Satisfactory
2020-03-28,Amritsar,33.92,142.85000000000002,54.0,Satisfactory
2020-03-29,Amritsar,33.82,150.79,60.0,Satisfactory
2020-03-30,Amritsar,34.36,158.51999999999998,67.0,Satisfactory
2020-03-31,Amritsar,33.879999999999995,161.41,69.0,Satisfactory
2020-04-01,Amritsar,33.33,143.85000000000002,65.0,Satisfactory
2020-04-02,Amritsar,33.29,146.86,63.0,Satisfactory
2020-04-03,Amritsar,33.64,147.42,61.0,Satisfactory
2020-04-04,Amritsar,34.74,,58.0,Satisfactory
2020-04-05,Amritsar,36.17,169.8,60.0,Satisfactory
2020-04-12,Amritsar,35.58,125.07,45.0,Good
2020-04-13,Amritsar,37.4,158.83,52.0,Satisfactory
2020-04-14,Amritsar,32.87,136.73999999999998,59.0,Satisfactory
2020-04-15,Amritsar,34.760000000000005,191.73,68.0,Satisfactory
2020-04-16,Amritsar,48.86,159.64,61.0,Satisfactory
2020-04-17,Amritsar,55.4,126.97,45.0,Good
2020-04-18,Amritsar,53.64000000000001,104.06,43.0,Good
2020-04-19,Amritsar,56.760000000000005,112.62999999999998,44.0,Good
2020-04-20,Amritsar,57.57,144.28,51.0,Satisfactory
2020-04-21,Amritsar,60.8,124.42,47.0,Good
2020-04-22,Amritsar,57.150000000000006,145.53,48.0,Good
2020-04-23,Amritsar,56.07,161.51000000000002,56.0,Satisfactory
2020-04-24,Amritsar,56.36,181.15,68.0,Satisfactory
2020-04-25,Amritsar,64.57000000000001,166.01000000000002,74.0,Satisfactory
2020-04-26,Amritsar,61.64,146.52999999999997,60.0,Satisfactory
2020-04-27,Amritsar,61.33,190.26,51.0,Satisfactory
2020-04-28,Amritsar,61.86,169.48999999999998,56.0,Satisfactory
2020-04-29,Amritsar,63.69,208.59,72.0,Satisfactory
2020-04-30,Amritsar,63.28,228.17999999999995,102.0,Moderate
2020-05-01,Amritsar,64.19,252.77,118.0,Moderate
2020-05-02,Amritsar,63.12,222.64,118.0,Moderate
2020-05-03,Amritsar,44.99,172.96,91.0,Satisfactory
2020-05-04,Amritsar,46.8,169.73000000000002,61.0,Satisfactory
2020-05-05,Amritsar,45.66,170.65,77.0,Satisfactory
2020-05-06,Amritsar,48.53,172.92999999999998,75.0,Satisfactory
2020-05-07,Amritsar,57.31,186.39,60.0,Satisfactory
2020-05-08,Amritsar,65.04,228.04,71.0,Satisfactory
2020-05-09,Amritsar,65.3,212.48,87.0,Satisfactory
2020-05-10,Amritsar,65.15,208.85,94.0,Satisfactory
2020-05-11,Amritsar,,182.47,75.0,Satisfactory
2020-05-12,Amritsar,64.73,,61.0,Satisfactory
2020-05-13,Amritsar,63.830000000000005,210.36,67.0,Satisfactory
2020-05-14,Amritsar,64.01,203.46,95.0,Satisfactory
2020-05-15,Amritsar,64.79,150.26999999999998,52.0,Satisfactory
2020-05-16,Amritsar,64.24,183.01,61.0,Satisfactory
2020-05-17,Amritsar,66.78,197.69,75.0,Satisfactory
2020-05-18,Amritsar,79.28,202.04,76.0,Satisfactory
2020-05-19,Amritsar,86.36999999999999,173.67000000000002,65.0,Satisfactory
2020-05-20,Amritsar,87.75999999999999,191.76,68.0,Satisfactory
2020-05-21,Amritsar,86.75999999999999,212.77,80.0,Satisfactory
2020-05-22,Amritsar,76.15,256.48,115.0,Moderate
2020-05-23,Amritsar,46.57,223.38,106.0,Moderate
2020-05-24,Amritsar,46.52,153.32000000000002,74.0,Satisfactory
2020-05-25,Amritsar,45.97,156.96,69.0,Satisfactory
2020-05-26,Amritsar,62.06,210.64,81.0,Satisfactory
2020-05-27,Amritsar,42.66,170.32999999999998,77.0,Satisfactory
2020-05-28,Amritsar,39.1,220.34000000000003,81.0,Satisfactory
2020-05-29,Amritsar,40.42,179.43999999999997,67.0,Satisfactory
2020-05-30,Amritsar,34.5,155.09,63.0,Satisfactory
2020-05-31,Amritsar,36.21,141.66,48.0,Good
2020-06-01,Amritsar,45.2,175.12,43.0,Good
2020-06-02,Amritsar,57.4,273.92,65.0,Satisfactory
2020-06-03,Amritsar,57.74999999999999,588.3200000000002,478.0,Severe
2020-06-04,Amritsar,61.08,276.51,193.0,Moderate
2020-06-05,Amritsar,61.75,146.24,56.0,Satisfactory
2020-06-06,Amritsar,59.64,121.66,41.0,Good
2020-06-07,Amritsar,57.81,150.01,42.0,Good
2020-06-08,Amritsar,59.21000000000001,159.85,51.0,Satisfactory
2020-06-12,Amritsar,53.720000000000006,187.48,89.0,Satisfactory
2020-06-13,Amritsar,54.5,180.64,104.0,Moderate
2020-06-14,Amritsar,54.5,189.39,87.0,Satisfactory
2020-06-15,Amritsar,60.46,199.27,103.0,Moderate
2020-06-16,Amritsar,55.04,234.12,110.0,Moderate
2020-06-17,Amritsar,36.98,288.4,117.0,Moderate
2020-06-18,Amritsar,40.11000000000001,243.54,117.0,Moderate
2020-06-19,Amritsar,38.620000000000005,288.77,131.0,Moderate
2020-06-20,Amritsar,33.13,358.08,120.0,Moderate
2020-06-22,Amritsar,32.24,224.77,72.0,Satisfactory
2020-06-23,Amritsar,32.06,451.06,125.0,Moderate
2020-06-24,Amritsar,33.88,156.20000000000002,130.0,Moderate
2020-06-25,Amritsar,33.53,156.99,59.0,Satisfactory
2020-06-26,Amritsar,32.18,271.71,83.0,Satisfactory
2020-06-28,Amritsar,31.69,167.6,85.0,Satisfactory
2020-06-29,Amritsar,32.580000000000005,183.92,49.0,Good
2020-06-30,Amritsar,32.27,200.71,66.0,Satisfactory
2020-07-01,Amritsar,31.180000000000003,255.1,78.0,Satisfactory
2019-09-03,Chandigarh,46.79,153.9,93.0,Satisfactory
2019-09-04,Chandigarh,49.64,179.56,96.0,Satisfactory
2019-09-19,Chandigarh,52.11,123.60000000000002,88.0,Satisfactory
2019-09-20,Chandigarh,46.53,139.89999999999998,71.0,Satisfactory
2019-09-21,Chandigarh,51.32,122.12,69.0,Satisfactory
2019-09-22,Chandigarh,36.91,127.91,68.0,Satisfactory
2019-09-23,Chandigarh,55.13,98.84,59.0,Satisfactory
2019-09-24,Chandigarh,54.67000000000001,154.29,74.0,Satisfactory
2019-09-25,Chandigarh,38.53,174.95999999999998,102.0,Moderate
2019-09-26,Chandigarh,37.14000000000001,133.96999999999997,94.0,Satisfactory
2019-09-27,Chandigarh,47.13,122.07,80.0,Satisfactory
2019-09-28,Chandigarh,52.62,130.4,77.0,Satisfactory
2019-09-29,Chandigarh,37.16,94.14,48.0,Good
2019-10-01,Chandigarh,38.92,139.49,68.0,Satisfactory
2019-10-02,Chandigarh,46.37,99.34,58.0,Satisfactory
2019-10-03,Chandigarh,46.6,138.77,58.0,Satisfactory
2019-10-04,Chandigarh,43.66,136.89,74.0,Satisfactory
2019-10-05,Chandigarh,40.47,134.56000000000003,72.0,Satisfactory
2019-10-06,Chandigarh,36.61,152.28,83.0,Satisfactory
2019-10-07,Chandigarh,36.27,195.37,94.0,Satisfactory
2019-10-08,Chandigarh,33.96,180.21,106.0,Moderate
2019-10-09,Chandigarh,39.690000000000005,220.26,108.0,Moderate
2019-10-10,Chandigarh,41.870000000000005,219.14,117.0,Moderate
2019-10-11,Chandigarh,29.34,198.1,107.0,Moderate
2019-10-12,Chandigarh,48.66,205.87,107.0,Moderate
2019-10-13,Chandigarh,40.25,211.75000000000009,98.0,Satisfactory
2019-10-14,Chandigarh,65.63,245.29,135.0,Moderate
2019-10-15,Chandigarh,84.89,255.4,138.0,Moderate
2019-10-16,Chandigarh,39.69,285.04999999999995,158.0,Moderate
2019-10-17,Chandigarh,41.38,264.56,187.0,Moderate
2019-10-18,Chandigarh,40.71,202.48,122.0,Moderate
2019-10-19,Chandigarh,38.96,202.25000000000003,110.0,Moderate
2019-10-20,Chandigarh,36.42999999999999,199.21,105.0,Moderate
2019-10-21,Chandigarh,38.02,207.11,111.0,Moderate
2019-10-22,Chandigarh,40.77,185.47000000000003,108.0,Moderate
2019-10-23,Chandigarh,37.75,203.86,104.0,Moderate
2019-10-24,Chandigarh,39.39,261.15000000000003,110.0,Moderate
2019-10-25,Chandigarh,40.42,301.75000000000006,190.0,Moderate
2019-10-26,Chandigarh,38.55,294.05999999999995,231.0,Poor
2019-10-27,Chandigarh,37.16,346.87,253.0,Poor
2019-10-28,Chandigarh,35.62,487.68,335.0,Very Poor
2019-10-29,Chandigarh,36.72,435.3400000000001,268.0,Poor
2019-10-30,Chandigarh,42.66,362.93,270.0,Poor
2019-10-31,Chandigarh,43.98,325.40000000000003,262.0,Poor
2019-11-01,Chandigarh,45.87,351.34,270.0,Poor
2019-11-02,Chandigarh,35.8,378.46,297.0,Poor
2019-11-03,Chandigarh,43.14,376.28,283.0,Poor
2019-11-04,Chandigarh,37.66,304.75999999999993,322.0,Very Poor
2019-11-05,Chandigarh,37.02,198.72,148.0,Moderate
2019-11-06,Chandigarh,33.74999999999999,240.05,117.0,Moderate
2019-11-07,Chandigarh,26.84,190.16,100.0,Satisfactory
2019-11-08,Chandigarh,27.53,208.64,82.0,Satisfactory
2019-11-15,Chandigarh,34.28,297.38000000000005,245.0,Poor
2019-11-16,Chandigarh,33.67,214.29,165.0,Moderate
2019-11-17,Chandigarh,33.88,140.14,94.0,Satisfactory
2019-11-18,Chandigarh,31.98,228.58,87.0,Satisfactory
2019-11-23,Chandigarh,27.3,256.68999999999994,256.0,Poor
2019-11-24,Chandigarh,28.13000000000001,167.52999999999997,107.0,Moderate
2019-11-25,Chandigarh,28.64,283.46000000000004,80.0,Satisfactory
2019-11-26,Chandigarh,24.95,337.25,111.0,Moderate
2019-11-27,Chandigarh,26.97,244.66,88.0,Satisfactory
2019-11-28,Chandigarh,32.96,231.74,100.0,Satisfactory
2019-11-29,Chandigarh,28.430000000000003,232.94,95.0,Satisfactory
2019-11-30,Chandigarh,27.090000000000003,231.96,92.0,Satisfactory
2019-12-01,Chandigarh,28.020000000000003,197.56,107.0,Moderate
2019-12-02,Chandigarh,26.77,241.64000000000004,122.0,Moderate
2019-12-03,Chandigarh,26.63,296.2,166.0,Moderate
2019-12-04,Chandigarh,33.29,415.05,199.0,Moderate
2019-12-05,Chandigarh,34.45,432.02,204.0,Poor
2019-12-06,Chandigarh,29.059999999999995,354.62,186.0,Moderate
2019-12-07,Chandigarh,33.510000000000005,352.12,139.0,Moderate
2019-12-08,Chandigarh,24.83,303.43,142.0,Moderate
2019-12-09,Chandigarh,24.82,417.36,157.0,Moderate
2019-12-10,Chandigarh,25.37,360.86,218.0,Poor
2019-12-11,Chandigarh,23.14,435.21,211.0,Poor
2019-12-12,Chandigarh,21.94,395.64,307.0,Very Poor
2019-12-13,Chandigarh,25.61,155.15,115.0,Moderate
2019-12-14,Chandigarh,19.62,205.03,44.0,Good
2019-12-15,Chandigarh,19.95,177.03,70.0,Satisfactory
2019-12-16,Chandigarh,14.26,179.46,69.0,Satisfactory
2019-12-17,Chandigarh,14.77,227.75000000000003,89.0,Satisfactory
2019-12-18,Chandigarh,15.39,194.71,95.0,Satisfactory
2019-12-19,Chandigarh,21.76,280.95,149.0,Moderate
2019-12-20,Chandigarh,26.36,311.54999999999995,204.0,Poor
2019-12-21,Chandigarh,24.660000000000004,258.4,199.0,Moderate
2019-12-22,Chandigarh,19.3,192.58,101.0,Moderate
2019-12-23,Chandigarh,20.88,197.75,80.0,Satisfactory
2019-12-24,Chandigarh,24.34,276.13,110.0,Moderate
2019-12-25,Chandigarh,21.68,148.4,96.0,Satisfactory
2019-12-26,Chandigarh,21.84,161.37,69.0,Satisfactory
2019-12-27,Chandigarh,18.28,246.62,97.0,Satisfactory
2019-12-28,Chandigarh,20.12,299.02,127.0,Moderate
2019-12-29,Chandigarh,23.53,224.17,149.0,Moderate
2019-12-30,Chandigarh,28.26,331.69,102.0,Moderate
2019-12-31,Chandigarh,25.99,361.43,206.0,Poor
2020-01-01,Chandigarh,26.19,332.8,132.0,Moderate
2020-01-02,Chandigarh,40.96000000000001,271.29,109.0,Moderate
2020-01-03,Chandigarh,35.98,269.97,102.0,Moderate
2020-01-04,Chandigarh,27.8,271.9,100.0,Satisfactory
2020-01-05,Chandigarh,24.83,226.51999999999995,109.0,Moderate
2020-01-06,Chandigarh,23.3,178.76999999999998,85.0,Satisfactory
2020-01-07,Chandigarh,25.06,187.73,56.0,Satisfactory
2020-01-08,Chandigarh,24.81,163.59,48.0,Good
2020-01-09,Chandigarh,23.28,134.51,49.0,Good
2020-01-10,Chandigarh,21.71,156.96,58.0,Satisfactory
2020-01-11,Chandigarh,21.76,238.01,80.0,Satisfactory
2020-01-12,Chandigarh,26.22,325.33000000000004,123.0,Moderate
2020-01-13,Chandigarh,23.83,271.62,170.0,Moderate
2020-01-14,Chandigarh,22.11,183.94,88.0,Satisfactory
2020-01-15,Chandigarh,23.1,204.83,77.0,Satisfactory
2020-01-16,Chandigarh,21.55,180.04,80.0,Satisfactory
2020-01-17,Chandigarh,20.89,227.09,85.0,Satisfactory
2020-01-18,Chandigarh,24.83,290.86,110.0,Moderate
2020-01-19,Chandigarh,26.14,233.89,112.0,Moderate
2020-01-20,Chandigarh,24.42,295.92999999999995,93.0,Satisfactory
2020-01-21,Chandigarh,29.700000000000003,346.31999999999994,136.0,Moderate
2020-01-22,Chandigarh,21.71,236.84000000000003,112.0,Moderate
2020-01-23,Chandigarh,,171.93,73.0,Satisfactory
2020-01-24,Chandigarh,25.379999999999995,181.69,75.0,Satisfactory
2020-01-25,Chandigarh,18.62,279.67999999999995,99.0,Satisfactory
2020-01-26,Chandigarh,26.37,280.21,117.0,Moderate
2020-01-27,Chandigarh,28.43,307.01,93.0,Satisfactory
2020-01-28,Chandigarh,23.83,255.96,142.0,Moderate
2020-01-29,Chandigarh,16.27,195.78,72.0,Satisfactory
2020-01-30,Chandigarh,19.47,170.61,76.0,Satisfactory
2020-01-31,Chandigarh,19.75,193.52,55.0,Satisfactory
2020-02-01,Chandigarh,28.48,235.12,95.0,Satisfactory
2020-02-02,Chandigarh,26.52,198.96,75.0,Satisfactory
2020-02-03,Chandigarh,24.48,262.64,95.0,Satisfactory
2020-02-04,Chandigarh,28.300000000000004,290.56,113.0,Moderate
2020-02-05,Chandigarh,25.51,192.35,98.0,Satisfactory
2020-02-06,Chandigarh,23.82,238.12,83.0,Satisfactory
2020-02-07,Chandigarh,27.020000000000003,277.35,102.0,Moderate
2020-02-08,Chandigarh,25.82,229.05,91.0,Satisfactory
2020-02-09,Chandigarh,27.040000000000003,258.33,101.0,Moderate
2020-02-10,Chandigarh,31.07,269.35,109.0,Moderate
2020-02-11,Chandigarh,30.840000000000003,269.87,109.0,Moderate
2020-02-12,Chandigarh,34.4,233.16000000000005,110.0,Moderate
2020-02-13,Chandigarh,32.93,200.07,102.0,Moderate
2020-02-14,Chandigarh,30.46,195.88,94.0,Satisfactory
2020-02-15,Chandigarh,32.87,193.76,94.0,Satisfactory
2020-02-16,Chandigarh,28.76,219.54,99.0,Satisfactory
